id,subject_type,subject_id,field,value,statement,attribution,source_id,evidence_quote,evidence_date,method,verified_at,confidence,status,supersedes_id,superseded_by,supersede_reason,batch_label,created_at
219,incident,58,status,Sentence called the heaviest ever for a leaker,Manning's sentence was described as the heaviest ever given a leaker in United States history before it was commuted.,,205,the heaviest sentence handed down to a whistleblower or leaker in U.S. history,2017-01-17,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:38Z
220,incident,59,stated_justification,MacBride on the danger of Kiriakou's disclosure,U.S. Attorney Neil MacBride said Kiriakou endangered a covert officer and exposed vital secrets.,,206,John Kiriakou put the life of a covert officer at risk; he put the officer's family in danger; and he exposed our nation's vital secrets.,2013-01-25,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:43Z
221,incident,59,effect_on_reporting,Judge wished for a longer sentence,Judge Leonie Brinkema said she wished she could have imposed a longer sentence than the plea agreement allowed.,,206,wished she could have imposed a greater sentence.,2013-01-25,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:43Z
222,incident,59,action,Prosecutors alleged a media-profile motive,Prosecutors said Kiriakou's disclosures were motivated by fame and money.,,206,motivated by fame and money,2013-01-25,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:44Z
223,incident,59,action,Prosecutors described a media campaign,Prosecutors said Kiriakou's conduct amounted to a campaign to raise his media profile.,,206,concerted campaign to raise his media profile.,2013-01-25,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:45Z
224,incident,60,stated_justification,Pruitt calls the seizure unjustified,AP President Gary Pruitt said there was no possible justification for the scope of the records collection.,,207,There can be no possible justification for such an over-broad collection of the telephone communications of The Associated Press and its reporters.,2013-05-14,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:49Z
225,incident,60,stated_justification,DOJ cites its own guidelines,The Justice Department said it followed applicable laws and its own policies when issuing the subpoenas.,,207,"We take seriously our obligations to follow all applicable laws, federal regulations, and Department of Justice policies when issuing subpoenas for phone records of media organisations.",2013-05-14,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:50Z
226,incident,60,effect_on_reporting,More than 100 journalists affected,More than 100 journalists worked in the AP offices whose phone lines were targeted.,,208,"More than 100 journalists work in the offices where phone records were targeted, on a wide array of stories about government and other matters.",2013-05-14,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:50Z
227,incident,60,effect_on_reporting,AP calls the seizure unprecedented,AP's top executive called the records seizure a massive and unprecedented intrusion.,,208,massive and unprecedented intrusion,2013-05-14,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:51Z
228,incident,61,action,Affidavit calls Rosen a co-conspirator,The FBI affidavit described Rosen's newsgathering as making him a possible co-conspirator under the Espionage Act.,,209,"in his newsgathering, was violating federal statutes that prohibit 'unauthorized disclosure of national defense information' as an 'aider, abettor, and/or co-conspirator.'",2013-05-20,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:56Z
229,incident,61,stated_justification,Rosen framed as an aider and abettor,"The government's theory was that Rosen's newsgathering made him an aider, abettor or co-conspirator.",,210,"an aider, abettor and/or co-conspirator",2013-05-20,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:57Z
230,incident,61,effect_on_reporting,CPJ warns of a chilling effect,CPJ said prosecuting leakers by obtaining journalists' records chilled newsgathering domestically and abroad.,,210,U.S. government efforts to prosecute leakers by obtaining information from journalists has a chilling effect domestically and sends a terrible message to journalists around the world who are fighting to resist government intrusion,2013-05-20,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:07:57Z
231,incident,62,stated_justification,Holder on the case's resolution,Holder pointed to the Risen case as an example of how the department could proceed under new leak-investigation policies.,,211,"If you look at the last case involving Mr. Risen, the way in which that case was handled after the new policies were put in place [is] an example of how the Justice Department can proceed.",2014-10-17,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:08:02Z
232,incident,62,effect_on_reporting,Subpoena limited to not naming the source,Holder approved a subpoena to compel Risen's testimony that did not require him to identify his source.,,212,"Attorney General Eric Holder has approved a limited subpoena to compel Risen to testify, but it does not permit prosecutors to ask Risen the identity of his source.",2014-01-16,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:08:02Z
233,incident,62,action,Prosecutors sought only narrow confirmations,Prosecutors planned to ask Risen only to confirm authorship of his book and related articles.,,212,prosecutors plan to ask Risen questions limited to confirming that he is the author of the book 'State of War' as well as two related New York Times articles in late 2001 and early 2002,2014-01-16,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:08:03Z
234,incident,62,action,Prosecutors sought confirmation Sterling was a source,Prosecutors intended to ask Risen to confirm Sterling was an on-the-record source for a 2002 article.,,212,They will also ask Risen to confirm that Sterling was an on-the-record source for his 2002 article,2014-01-16,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:08:04Z
235,incident,63,stated_justification,Sanders on the intern incident,Sarah Sanders said the White House would not tolerate a reporter placing his hands on an intern.,,213,"We will, however, never tolerate a reporter placing his hands on a young woman just trying to do her job as a White House intern.",2018-11-08,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:08:08Z
236,incident,63,effect_on_reporting,CNN calls the revocation a threat to democracy,CNN said the credential revocation was an unprecedented decision harming democratic norms.,,213,This unprecedented decision is a threat to our democracy and the country deserves better. Jim Acosta has our full support.,2018-11-08,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:08:08Z
237,incident,63,status,Acosta returns to work after the ruling,Acosta told reporters he was returning to work after the court ordered his pass restored.,,214,"Let's go back to work,",2018-11-16,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:08:09Z
238,incident,64,stated_justification,Demers says Assange is not a journalist,Assistant Attorney General John Demers said Assange's conduct showed he was not a journalist.,,215,"Julian Assange is no journalist, this is made plain by the totality of his conduct as alleged in the indictment.",2019-05-23,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:08:13Z
239,incident,64,stated_justification,DOJ alleges harm to national security,The Justice Department said Assange's actions risked serious harm to United States national security.,,215,Assange's actions risked serious harm to United States national security to the benefit of our adversaries.,2019-05-23,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:08:14Z
240,incident,64,effect_on_reporting,Defense attorney warns of threat to journalism,Assange's attorney said the unprecedented charges threatened all journalists engaged in similar reporting.,,215,These unprecedented charges demonstrate the gravity of the threat the criminal prosecution of Julian Assange poses to all journalists.,2019-05-23,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:08:15Z
241,incident,64,status,Assange pleads guilty in 2024 deal,Assange pleaded guilty to a single count under a 2024 plea agreement that ended the prosecution.,,216,pleading guilty to a single criminal count of conspiring to obtain and disclose classified US national defense documents,2024-06-25,outlet_report,2026-09-22,medium,current,,,,v2-research-2026-09-22,2026-09-22T23:08:15Z
